time,latitude,longitude,altitude,speed,bearing,num_of_satellites,HDOP
52724,5445.2836,2521.9319,72.4,34.68,32.49,14,0.75
52724,5445.2836,2521.9319,72.4,34.1,34.6,14,0.75
52725,5445.2908,2521.9391,73.3,34.1,34.6,14,0.75
52725,5445.2908,2521.9391,73.3,34.11,33.97,14,0.75
52726,5445.2988,2521.9484,74.2,34.11,33.97,14,0.7
52726,5445.2988,2521.9484,74.2,35.15,32.21,14,0.7
52727,5445.3064,2521.958,74.5,35.15,32.21,14,0.75
52727,5445.3064,2521.958,74.5,35.68,32.51,14,0.75
52728,5445.3151,2521.9688,74.2,35.68,32.51,12,0.86
52728,5445.3151,2521.9688,74.2,35.85,33.09,12,0.86
52729,5445.3234,2521.9771,74.2,35.85,33.09,13,0.82
52729,5445.3234,2521.9771,74.2,36.77,31.44,13,0.82
52730,5445.3316,2521.9861,73.7,36.77,31.44,13,0.77
52730,5445.3316,2521.9861,73.7,37.47,32.39,13,0.77
52731,5445.3387,2521.9968,73.7,37.47,32.39,14,0.7
52731,5445.3387,2521.9968,73.7,38.1,34.28,14,0.7
52732,5445.3485,2522.0054,74.3,38.1,34.28,14,0.7
52732,5445.3485,2522.0054,74.3,39.77,34.12,14,0.7
52733,5445.3575,2522.0161,74.2,39.77,34.12,14,0.7
52733,5445.3575,2522.0161,74.2,39.4,35.29,14,0.7
52734,5445.3658,2522.0281,75,39.4,35.29,14,0.75
52734,5445.3658,2522.0281,75,38.8,34.48,14,0.75
52735,5445.3747,2522.0381,75,38.8,34.48,14,0.75
52735,5445.3747,2522.0381,75,38.73,32.25,14,0.75
52736,5445.3843,2522.0489,75.2,38.73,32.25,14,0.75
52736,5445.3843,2522.0489,75.2,38.26,31.95,14,0.75
52737,5445.3929,2522.0583,74.6,38.26,31.95,14,0.75
52737,5445.3929,2522.0583,74.6,38.24,32.16,14,0.75
52738,5445.4017,2522.0684,75,38.24,32.16,14,0.7
52738,5445.4017,2522.0684,75,38.19,31.54,14,0.7
52739,5445.4105,2522.0783,75.4,38.19,31.54,14,0.75
52739,5445.4105,2522.0783,75.4,38.15,32.41,14,0.75
52740,5445.4198,2522.088,75.3,38.15,32.41,14,0.75
52740,5445.4198,2522.088,75.3,37.3,31.72,14,0.75
52741,5445.4285,2522.0974,75.7,37.3,31.72,14,0.7
52741,5445.4285,2522.0974,75.7,37.04,31.37,14,0.7
52742,5445.4373,2522.1066,75.7,37.04,31.37,13,0.75
52742,5445.4373,2522.1066,75.7,36.62,31.77,13,0.75
52743,5445.446,2522.1159,75.8,36.62,31.77,14,0.7
52743,5445.446,2522.1159,75.8,36.63,31.35,14,0.7
52744,5445.4547,2522.1249,75.9,36.63,31.35,14,0.77
52744,5445.4547,2522.1249,75.9,34.73,33.62,14,0.77
52745,5445.462,2522.1347,77.8,34.73,33.62,14,0.7
52745,5445.462,2522.1347,77.8,34.33,33.37,14,0.7
52746,5445.4687,2522.1452,80,34.33,33.37,14,0.7
52746,5445.4687,2522.1452,80,34.25,32.85,14,0.7
52747,5445.4768,2522.1542,80.5,34.25,32.85,14,0.7
52747,5445.4768,2522.1542,80.5,34.06,33.65,14,0.7
52748,5445.4864,2522.1613,80.1,34.06,33.65,13,0.77
52748,5445.4864,2522.1613,80.1,33.8,34.32,13,0.77
52749,5445.4949,2522.1702,79.6,33.8,34.32,14,0.7
52749,5445.4949,2522.1702,79.6,32.63,34.91,14,0.7
52750,5445.5041,2522.1782,78.3,32.63,34.91,14,0.7
52750,5445.5041,2522.1782,78.3,31.6,35.18,14,0.7
52751,5445.5119,2522.1864,77.6,31.6,35.18,14,0.7
52751,5445.5119,2522.1864,77.6,31.99,33.48,14,0.7
52752,5445.5196,2522.1951,77.3,31.99,33.48,13,0.75
52752,5445.5196,2522.1951,77.3,31.95,33.76,13,0.75
52753,5445.5272,2522.2032,77,31.95,33.76,13,0.75
52753,5445.5272,2522.2032,77,31.26,33.65,13,0.75
52754,5445.5345,2522.2122,76.5,31.26,33.65,13,0.75
52754,5445.5345,2522.2122,76.5,32.63,32.6,13,0.75
52755,5445.542,2522.2211,76,32.63,32.6,13,0.75
52755,5445.542,2522.2211,76,33.32,33.11,13,0.75
52756,5445.5495,2522.2305,76.4,33.32,33.11,13,0.75
52756,5445.5495,2522.2305,76.4,32.62,33.73,13,0.75
52757,5445.5571,2522.2399,76.6,32.62,33.73,13,0.75
52757,5445.5571,2522.2399,76.6,34.04,33.76,13,0.75
52758,5445.5649,2522.2491,77,34.04,33.76,13,0.75
52758,5445.5649,2522.2491,77,33.21,35.32,13,0.75
52759,5445.5723,2522.2588,77.8,33.21,35.32,13,0.75
52759,5445.5723,2522.2588,77.8,33.19,32.66,13,0.75
52800,5445.5797,2522.268,78.6,33.19,32.66,13,0.75
52800,5445.5797,2522.268,78.6,32.42,34.56,13,0.75
52801,5445.5877,2522.2771,78.8,32.42,34.56,13,0.75
52801,5445.5877,2522.2771,78.8,32.68,33.08,13,0.75
52802,5445.596,2522.2851,79.4,32.68,33.08,13,0.75
52802,5445.596,2522.2851,79.4,32.41,32.84,13,0.75
52803,5445.6042,2522.2931,78.9,32.41,32.84,13,0.75
52803,5445.6042,2522.2931,78.9,31.78,34.79,13,0.75
52804,5445.612,2522.3014,79.2,31.78,34.79,13,0.75
52804,5445.612,2522.3014,79.2,32.05,32.6,13,0.75
52805,5445.6208,2522.3077,78.8,32.05,32.6,12,0.87
52805,5445.6208,2522.3077,78.8,32.01,32.42,12,0.87
52806,5445.6279,2522.3162,79.5,32.01,32.42,13,0.75
52806,5445.6279,2522.3162,79.5,30.59,32.51,13,0.75
52807,5445.6348,2522.3246,79.8,30.59,32.51,13,0.75
52807,5445.6348,2522.3246,79.8,29.81,32.42,13,0.75
52808,5445.6415,2522.3325,80,29.81,32.42,13,0.75
52808,5445.6415,2522.3325,80,29.53,30.92,13,0.75
52809,5445.6485,2522.3401,80.3,29.53,30.92,13,0.75
52809,5445.6485,2522.3401,80.3,28.18,31.41,13,0.75
52810,5445.655,2522.3477,81.3,28.18,31.41,13,0.75
52810,5445.655,2522.3477,81.3,27.89,32.14,13,0.75
52811,5445.6618,2522.3545,81.5,27.89,32.14,13,0.75
52811,5445.6618,2522.3545,81.5,27.38,29.74,13,0.75
52812,5445.6684,2522.3614,82.3,27.38,29.74,12,0.79
52812,5445.6684,2522.3614,82.3,26.35,31.4,12,0.79
52813,5445.6746,2522.3682,82.8,26.35,31.4,12,0.79
52813,5445.6746,2522.3682,82.8,23.65,31.04,12,0.79
52814,5445.6803,2522.3741,82.6,23.65,31.04,13,0.75
52814,5445.6803,2522.3741,82.6,22.05,32.53,13,0.75
52815,5445.6856,2522.3797,82.7,22.05,32.53,13,0.75
52815,5445.6856,2522.3797,82.7,19.89,35.61,13,0.75
52816,5445.6901,2522.3852,83.7,19.89,35.61,13,0.79
52816,5445.6901,2522.3852,83.7,17.52,41.68,13,0.79
52817,5445.6933,2522.3913,85.8,17.52,41.68,13,0.79
52817,5445.6933,2522.3913,85.8,15.81,51.47,13,0.79
52818,5445.6955,2522.3981,88.4,15.81,51.47,14,0.75
52818,5445.6955,2522.3981,88.4,14.5,71.57,14,0.75
52819,5445.6974,2522.4044,87.9,14.5,71.57,14,0.7
52819,5445.6974,2522.4044,87.9,13.59,89.73,14,0.7
52820,5445.6978,2522.411,87.6,13.59,89.73,13,0.83
52820,5445.6978,2522.411,87.6,13.02,105.56,13,0.83
52821,5445.697,2522.4174,87.5,13.02,105.56,13,0.83
52821,5445.697,2522.4174,87.5,14.13,116.94,13,0.83
52822,5445.6955,2522.4238,87.9,14.13,116.94,13,0.77
52822,5445.6955,2522.4238,87.9,15.5,119.25,13,0.77
52823,5445.693,2522.4306,88.2,15.5,119.25,14,0.7
52823,5445.693,2522.4306,88.2,19.08,122.53,14,0.7
52824,5445.6897,2522.4384,88.5,19.08,122.53,14,0.7
52824,5445.6897,2522.4384,88.5,23.74,124.46,14,0.7
52825,5445.6854,2522.4486,91.5,23.74,124.46,12,0.8
52825,5445.6854,2522.4486,91.5,26.62,124.33,12,0.8
52826,5445.6809,2522.4589,91.8,26.62,124.33,14,0.7
52826,5445.6809,2522.4589,91.8,29.74,125.54,14,0.7
52827,5445.6758,2522.4703,92.2,29.74,125.54,13,0.79
52827,5445.6758,2522.4703,92.2,31.79,127.91,13,0.79
52828,5445.6719,2522.4824,92.8,31.79,127.91,14,0.7
52828,5445.6719,2522.4824,92.8,33.78,128.33,14,0.7
52829,5445.6656,2522.4955,94.1,33.78,128.33,13,0.75
52829,5445.6656,2522.4955,94.1,35.17,128.67,13,0.75
52830,5445.6594,2522.5092,95.1,35.17,128.67,14,0.7
52830,5445.6594,2522.5092,95.1,35.79,130.06,14,0.7
52831,5445.6508,2522.5231,95.5,35.79,130.06,14,0.7
52831,5445.6508,2522.5231,95.5,34.87,127.69,14,0.7
52832,5445.6442,2522.537,97,34.87,127.69,13,0.75
52832,5445.6442,2522.537,97,33.97,127.12,13,0.75
52833,5445.6381,2522.5496,98.4,33.97,127.12,13,0.75
52833,5445.6381,2522.5496,98.4,32.59,127.08,13,0.75
52834,5445.6325,2522.5624,99.4,32.59,127.08,12,0.8
52834,5445.6325,2522.5624,99.4,32.57,126.26,12,0.8
52835,5445.6271,2522.575,100.5,32.57,126.26,11,0.83
52835,5445.6271,2522.575,100.5,31.11,126.22,11,0.83
52836,5445.6216,2522.5872,101.6,31.11,126.22,12,0.8
52836,5445.6216,2522.5872,101.6,29.71,129.13,12,0.8
52837,5445.6165,2522.5986,102.7,29.71,129.13,11,0.83
52837,5445.6165,2522.5986,102.7,28.64,128.51,11,0.83
52838,5445.6111,2522.609,103.7,28.64,128.51,11,0.83
52838,5445.6111,2522.609,103.7,26.3,129.93,11,0.83
52839,5445.6063,2522.6197,103.6,26.3,129.93,13,0.73
52839,5445.6063,2522.6197,103.6,22.62,133.46,13,0.73
52840,5445.6012,2522.6282,103.5,22.62,133.46,12,0.79
52840,5445.6012,2522.6282,103.5,19.18,138.41,12,0.79
52841,5445.5972,2522.6346,103,19.18,138.41,12,0.79
52841,5445.5972,2522.6346,103,16.78,142.63,12,0.79
52842,5445.593,2522.6395,103.5,16.78,142.63,13,0.73
52842,5445.593,2522.6395,103.5,16,143.73,13,0.73
52843,5445.5894,2522.6442,103.5,16,143.73,12,0.77
52843,5445.5894,2522.6442,103.5,8.75,127.35,12,0.77
52844,5445.5883,2522.6473,104.1,8.75,127.35,12,0.82
52844,5445.5883,2522.6473,104.1,5.59,107.37,12,0.82
52845,5445.5883,2522.6499,104.5,5.59,107.37,13,0.73
52845,5445.5883,2522.6499,104.5,4.69,85,13,0.73
52846,5445.5889,2522.652,105.4,4.69,85,12,0.79
52846,5445.5889,2522.652,105.4,5.04,58.51,12,0.79
52847,5445.5899,2522.654,105.4,5.04,58.51,12,0.79
52847,5445.5899,2522.654,105.4,4.42,36.27,12,0.79
52848,5445.591,2522.6548,105,4.42,36.27,12,0.79
52848,5445.591,2522.6548,105,5.62,23.78,12,0.79
52849,5445.5928,2522.6554,104.6,5.62,23.78,12,0.79
52849,5445.5928,2522.6554,104.6,5.6,28.14,12,0.79
52850,5445.5949,2522.6562,104.7,5.6,28.14,13,0.73
52850,5445.5949,2522.6562,104.7,5.65,26.39,13,0.73
52851,5445.5967,2522.6572,104.6,5.65,26.39,13,0.73
52851,5445.5967,2522.6572,104.6,6.17,21.55,13,0.73
52852,5445.5985,2522.6578,104.7,6.17,21.55,14,0.7
52852,5445.5985,2522.6578,104.7,4.89,28.53,14,0.7
52853,5445.6002,2522.6585,104.6,4.89,28.53,13,0.73
52853,5445.6002,2522.6585,104.6,6.18,21.02,13,0.73
52854,5445.602,2522.6593,104.2,6.18,21.02,14,0.7
52854,5445.602,2522.6593,104.2,6.93,17.26,14,0.7
52855,5445.6039,2522.6599,104,6.93,17.26,14,0.7
52855,5445.6039,2522.6599,104,6.02,19.27,14,0.7
52856,5445.6056,2522.6606,103.6,6.02,19.27,14,0.7
52856,5445.6056,2522.6606,103.6,5.98,17.87,14,0.7
52857,5445.6074,2522.6612,103.2,5.98,17.87,14,0.7
52857,5445.6074,2522.6612,103.2,5.72,12.93,14,0.7
52858,5445.6094,2522.6623,103.2,5.72,12.93,14,0.7
52858,5445.6094,2522.6623,103.2,5,14.27,14,0.7
52859,5445.6109,2522.663,103.1,5,14.27,14,0.7
52859,5445.6109,2522.663,103.1,5,15.93,14,0.7
52900,5445.6129,2522.6641,102.9,5,15.93,14,0.7
52900,5445.6129,2522.6641,102.9,4.95,15.31,14,0.7
52901,5445.614,2522.6644,102.3,4.95,15.31,14,0.7
52901,5445.614,2522.6644,102.3,4.88,10.82,14,0.7
52902,5445.6157,2522.6652,102.2,4.88,10.82,14,0.7
52902,5445.6157,2522.6652,102.2,4.93,11.88,14,0.7
52903,5445.6176,2522.6661,102.2,4.93,11.88,14,0.7
52903,5445.6176,2522.6661,102.2,5.17,10.4,14,0.7
52904,5445.6199,2522.6666,102.3,5.17,10.4,13,0.72
52904,5445.6199,2522.6666,102.3,4.79,351.4,13,0.72
52905,5445.6216,2522.6665,102.5,4.79,351.4,14,0.75
52905,5445.6216,2522.6665,102.5,5.49,4.51,14,0.75
52906,5445.624,2522.6667,102.6,5.49,4.51,13,0.76
52906,5445.624,2522.6667,102.6,4.94,8.13,13,0.76
52907,5445.6255,2522.6665,102.7,4.94,8.13,14,0.75
52907,5445.6255,2522.6665,102.7,4.73,15.57,14,0.75
52908,5445.627,2522.667,102.7,4.73,15.57,14,0.75
52908,5445.627,2522.667,102.7,6.03,17.57,14,0.75
52909,5445.6296,2522.6674,103.2,6.03,17.57,12,0.79
52909,5445.6296,2522.6674,103.2,6.86,20.49,12,0.79
52910,5445.6321,2522.6683,104.3,6.86,20.49,13,0.75
52910,5445.6321,2522.6683,104.3,5.95,15.1,13,0.75
52911,5445.6339,2522.6691,104.2,5.95,15.1,14,0.7
52911,5445.6339,2522.6691,104.2,6.74,7.49,14,0.7
52912,5445.6367,2522.6699,105.4,6.74,7.49,12,0.79
52912,5445.6367,2522.6699,105.4,6.68,3.78,12,0.79
52913,5445.6395,2522.6702,106.1,6.68,3.78,13,0.72
52913,5445.6395,2522.6702,106.1,7.31,3.13,13,0.72
52914,5445.6426,2522.6705,106.4,7.31,3.13,13,0.72
52914,5445.6426,2522.6705,106.4,8.05,14.52,13,0.72
52915,5445.6458,2522.6728,106.6,8.05,14.52,14,0.7
52915,5445.6458,2522.6728,106.6,8.03,36.77,14,0.7
52916,5445.6486,2522.6762,106.6,8.03,36.77,14,0.7
52916,5445.6486,2522.6762,106.6,9.11,47.58,14,0.7
52917,5445.6507,2522.6816,107.8,9.11,47.58,14,0.7
52917,5445.6507,2522.6816,107.8,9.1,47.15,14,0.7
52918,5445.6521,2522.6867,108.9,9.1,47.15,12,0.79
52918,5445.6521,2522.6867,108.9,8.86,66.56,12,0.79
52919,5445.6536,2522.6919,109,8.86,66.56,12,0.77
52919,5445.6536,2522.6919,109,8.62,74.49,12,0.77
52920,5445.655,2522.6971,109.3,8.62,74.49,13,0.73
52920,5445.655,2522.6971,109.3,9.02,68.99,13,0.73
52921,5445.6564,2522.702,109.4,9.02,68.99,14,0.7
52921,5445.6564,2522.702,109.4,7.87,69.39,14,0.7
52922,5445.6574,2522.7067,109.3,7.87,69.39,13,0.73
52922,5445.6574,2522.7067,109.3,7.1,58.06,13,0.73
52923,5445.6581,2522.7103,109.3,7.1,58.06,14,0.7
52923,5445.6581,2522.7103,109.3,6.87,48.43,14,0.7
52924,5445.6592,2522.7137,108.7,6.87,48.43,14,0.74
52920.75365,5445.916546,2522.577374,120.2057006,32.56696999,30.34614255,14.59746087,0.692628022
52921.5863,5445.919995,2522.581303,120.2737809,32.57307197,30.30794353,14.60108114,0.692471938
52922.41894,5445.923444,2522.585232,120.3418613,32.57917395,30.2697445,14.60470141,0.692315855
52923.25159,5445.926893,2522.589161,120.4099416,32.58527593,30.23154548,14.60832168,0.692159771
52924.08423,5445.930342,2522.59309,120.4780219,32.59137791,30.19334645,14.61194195,0.692003688
52924.91688,5445.933791,2522.597019,120.5461023,32.59747989,30.15514743,14.61556222,0.691847605
52925.74952,5445.93724,2522.600948,120.6141826,32.60358187,30.1169484,14.61918249,0.691691521
52926.58216,5445.940689,2522.604877,120.6822629,32.60968385,30.07874938,14.62280276,0.691535438
52927.41481,5445.944138,2522.608806,120.7503432,32.61578583,30.04055036,14.62642303,0.691379354
52928.24745,5445.947587,2522.612735,120.8184236,32.62188781,30.00235133,14.63004331,0.691223271
52929.0801,5445.951036,2522.616664,120.8865039,32.62798979,29.96415231,14.63366358,0.691067188
52929.91274,5445.954485,2522.620593,120.9545842,32.63409177,29.92595328,14.63728385,0.690911104
52930.74539,5445.957934,2522.624522,121.0226645,32.64019375,29.88775426,14.64090412,0.690755021
52931.57803,5445.961383,2522.628451,121.0907449,32.64629573,29.84955524,14.64452439,0.690598937
52932.41067,5445.964832,2522.63238,121.1588252,32.65239771,29.81135621,14.64814466,0.690442854
52933.24332,5445.968281,2522.636309,121.2269055,32.65849969,29.77315719,14.65176493,0.690286771
52934.07596,5445.97173,2522.640238,121.2949858,32.66460167,29.73495816,14.6553852,0.690130687
52934.90861,5445.975179,2522.644167,121.3630662,32.67070365,29.69675914,14.65900547,0.689974604
52935.74125,5445.978628,2522.648096,121.4311465,32.67680563,29.65856012,14.66262574,0.68981852
52936.5739,5445.982076,2522.652025,121.4992268,32.68290761,29.62036109,14.66624601,0.689662437
52937.40654,5445.985525,2522.655954,121.5673072,32.68900959,29.58216207,14.66986628,0.689506354
52938.23918,5445.988974,2522.659883,121.6353875,32.69511157,29.54396304,14.67348655,0.68935027
52939.07183,5445.992423,2522.663812,121.7034678,32.70121355,29.50576402,14.67710682,0.689194187
52939.90447,5445.995872,2522.667741,121.7715481,32.70731553,29.46756499,14.68072709,0.689038104
52940.73712,5445.999321,2522.67167,121.8396285,32.71341751,29.42936597,14.68434736,0.68888202
52941.56976,5446.00277,2522.675599,121.9077088,32.71951949,29.39116695,14.68796763,0.688725937
52942.40241,5446.006219,2522.679528,121.9757891,32.72562147,29.35296792,14.6915879,0.688569853
52943.23505,5446.009668,2522.683457,122.0438694,32.73172345,29.3147689,14.69520817,0.68841377
52944.06769,5446.013117,2522.687386,122.1119498,32.73782543,29.27656987,14.69882844,0.688257687
52944.90034,5446.016566,2522.691315,122.1800301,32.74392741,29.23837085,14.70244871,0.688101603
52945.73298,5446.020015,2522.695244,122.2481104,32.75002939,29.20017183,14.70606898,0.68794552
52946.56563,5446.023464,2522.699173,122.3161908,32.75613137,29.1619728,14.70968925,0.687789436
52947.39827,5446.026913,2522.703102,122.3842711,32.76223335,29.12377378,14.71330952,0.687633353
52948.23092,5446.030362,2522.707031,122.4523514,32.76833533,29.08557475,14.71692979,0.68747727
52949.06356,5446.033811,2522.71096,122.5204317,32.77443731,29.04737573,14.72055006,0.687321186
52949.8962,5446.03726,2522.714889,122.5885121,32.78053929,29.00917671,14.72417033,0.687165103
52950.72885,5446.040709,2522.718818,122.6565924,32.78664127,28.97097768,14.7277906,0.687009019
52951.56149,5446.044158,2522.722747,122.7246727,32.79274325,28.93277866,14.73141087,0.686852936
52952.39414,5446.047607,2522.726676,122.792753,32.79884523,28.89457963,14.73503114,0.686696853
52953.22678,5446.051056,2522.730605,122.8608334,32.80494721,28.85638061,14.73865142,0.686540769
52954.05942,5446.054505,2522.734535,122.9289137,32.81104919,28.81818158,14.74227169,0.686384686
52954.89207,5446.057954,2522.738464,122.996994,32.81715117,28.77998256,14.74589196,0.686228602
52955.72471,5446.061403,2522.742393,123.0650743,32.82325315,28.74178354,14.74951223,0.686072519
52956.55736,5446.064852,2522.746322,123.1331547,32.82935513,28.70358451,14.7531325,0.685916436
52957.39,5446.068301,2522.750251,123.201235,32.83545711,28.66538549,14.75675277,0.685760352
52958.22265,5446.07175,2522.75418,123.2693153,32.84155909,28.62718646,14.76037304,0.685604269
52959.05529,5446.075199,2522.758109,123.3373957,32.84766107,28.58898744,14.76399331,0.685448186
52959.88793,5446.078648,2522.762038,123.405476,32.85376305,28.55078842,14.76761358,0.685292102
52960.72058,5446.082097,2522.765967,123.4735563,32.85986503,28.51258939,14.77123385,0.685136019
52961.55322,5446.085546,2522.769896,123.5416366,32.86596701,28.47439037,14.77485412,0.684979935
